id,code,subvariant,fuel_type,cylinder,enginecreatedat,engine_discontinued
13,330e,Steptronic,Benzins,4,24-Jul,0
14,330e,xDrive Steptronic,Benzins,4,24-Jul,0
15,330e,M Sportpaket Steptronic,Benzins,4,24-Jul,0
16,330e,M Sportpaket xDrive Steptronic,Benzins,4,24-Jul,0
17,330e,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,0
18,330e,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,0
19,318d,Steptronic,Dizelis,4,24-Jul,0
20,318d,M Sportpaket Steptronic,Dizelis,4,24-Jul,0
21,318d,M Sportpaket Pro Steptronic,Dizelis,4,24-Jul,0
22,320d,Steptronic,Dizelis,4,24-Jul,0
23,320d,xDrive Steptronic,Dizelis,4,24-Jul,0
24,320d,M Sportpaket Steptronic,Dizelis,4,24-Jul,0
25,320d,M Sportpaket xDrive Steptronic,Dizelis,4,24-Jul,0
26,320d,M Sportpaket Pro Steptronic,Dizelis,4,24-Jul,0
27,320d,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,0
28,330d,xDrive Steptronic,Dizelis,6,25-Jul,0
29,330d,M Sportpaket xDrive Steptronic,Dizelis,6,25-Jul,0
30,330d,M Sportpaket Pro xDrive Steptronic,Benzins,6,25-Jul,0
31,318i,Steptronic,Benzins,4,24-Jul,25-Jun
32,318i,M Sportpaket Steptronic,Benzins,4,24-Jul,25-Jun
33,318i,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,25-Jun
34,320i,Steptronic,Benzins,4,24-Jul,25-Jun
35,320i,xDrive Steptronic,Benzins,4,24-Jul,25-Jun
36,320i,M Sportpaket Steptronic,Benzins,4,24-Jul,25-Jun
37,320i,M Sportpaket xDrive Steptronic,Benzins,4,24-Jul,25-Jun
38,320i,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,25-Jun
39,320i,M Sportpaket Pro xDrive Steptronic,Benzins,4,24-Jul,25-Jun
40,330i,xDrive Steptronic,Benzins,4,24-Jul,25-Jun
41,330i,M Sportpaket xDrive Steptronic,Benzins,4,24-Jul,25-Jun
42,330i,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,25-Jun
43,330d,xDrive Steptronic,Dizelis,6,24-Jul,25-Jun
44,330d,M Sportpaket xDrive Steptronic,Dizelis,6,24-Jul,25-Jun
45,330d,M Sportpaket Pro xDrive Steptronic,Benzins,6,24-Jul,25-Jun
46,M340i,xDrive Steptronic Sport,Dizelis,6,24-Jul,0
47,M340d,xDrive Steptronic Sport,Benzins,6,24-Jul,0
48,M3,Nav,Benzins,6,25-Jul,0
49,M3 Competition,Steptronic,Benzins,6,25-Jul,0
50,M3 Competition,M xDrive Steptronic,Benzins,6,25-Jul,0
51,M3,Nav,Benzins,6,24-Jul,25-Jun
52,M3 Competition,Steptronic,Benzins,6,24-Jul,25-Jun
53,M3 Competition,M xDrive Steptronic,Benzins,6,24-Jul,25-Jun
54,318i Touring,Steptronic,Benzins,4,25-Jun,0
55,318i Touring,M Sportpaket Steptronic,Benzins,4,25-Jun,0
56,318i Touring,M Sportpaket Pro Steptronic,Benzins,4,25-Jun,0
57,320i Touring,Steptronic,Benzins,4,25-Jun,0
58,320i Touring,M Sportpaket Steptronic,Benzins,4,25-Jun,0
59,320i Touring,M Sportpaket Pro Steptronic,Benzins,4,25-Jun,0
60,330i Touring,xDrive Steptronic,Benzins,4,25-Jun,0
61,330i Touring,M Sportpaket xDrive Steptronic,Benzins,4,25-Jun,0
62,330i Touring,M Sportpaket Pro xDrive Steptronic,Benzins,4,25-Jun,0
63,330e Touring,Steptronic,Benzins,4,24-Jul,0
64,330e Touring,xDrive Steptronic,Benzins,4,24-Jul,0
65,330e Touring,M Sportpaket Steptronic,Benzins,4,24-Jul,0
66,330e Touring,M Sportpaket xDrive Steptronic,Benzins,4,24-Jul,0
67,330e Touring,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,0
68,330e Touring,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,0
69,318d Touring,Steptronic,Dizelis,4,24-Jul,0
70,318d Touring,M Sportpaket Steptronic,Dizelis,4,24-Jul,0
71,318d Touring,M Sportpaket Pro Steptronic,Dizelis,4,24-Jul,0
72,320d Touring,Steptronic,Dizelis,4,24-Jul,0
73,320d Touring,xDrive Steptronic,Dizelis,4,24-Jul,0
74,320d Touring,M Sportpaket Steptronic,Dizelis,4,24-Jul,0
75,320d Touring,M Sportpaket xDrive Steptronic,Dizelis,4,24-Jul,0
76,320d Touring,M Sportpaket Pro Steptronic,Dizelis,4,24-Jul,0
77,320d Touring,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,0
78,330d Touring,xDrive Steptronic,Dizelis,6,25-Jun,0
79,330d Touring,M Sportpaket xDrive Steptronic,Dizelis,6,25-Jun,0
80,330d Touring,M Sportpaket Pro xDrive Steptronic,Benzins,6,25-Jun,0
81,318i Touring,Steptronic,Benzins,4,24-Jul,25-Jun
82,318i Touring,M Sportpaket Steptronic,Benzins,4,24-Jul,25-Jun
83,318i Touring,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,25-Jun
84,320i Touring,Steptronic,Benzins,4,24-Jul,25-Jun
85,320i Touring,M Sportpaket Steptronic,Benzins,4,24-Jul,25-Jun
86,320i Touring,M Sportpaket Pro Steptronic,Benzins,4,24-Jul,25-Jun
87,330i Touring,xDrive Steptronic,Benzins,4,24-Jul,25-Jun
88,330i Touring,M Sportpaket xDrive Steptronic,Benzins,4,24-Jul,25-Jun
89,330i Touring,M Sportpaket Pro xDrive Steptronic,Dizelis,4,24-Jul,25-Jun
90,330d Touring,xDrive Steptronic,Dizelis,6,24-Jul,25-Jun
91,330d Touring,M Sportpaket xDrive Steptronic,Dizelis,6,24-Jul,25-Jun
92,330d Touring,M Sportpaket Pro xDrive Steptronic,Benzins,6,24-Jul,25-Jun
93,M340i Touring,xDrive Steptronic Sport,Dizelis,6,24-Jul,0
94,M340d Touring,xDrive Steptronic Sport,Benzins,6,24-Jul,0
95,M3 Competition Touring,M xDrive Steptronic,Benzins,6,25-Jun,0
96,M3 Competition Touring,M xDrive Steptronic,Benzins,6,24-Jul,25-Jun
97,M3 CS Touring,M xDrive Steptronic,Benzins,6,25-Jun,0
98,M3 CS Touring,M xDrive Steptronic,Benzins,6,25-Mar,25-Jun
99,318i,Steptronic,Benzins,4,22-Jul,23-Jun
100,318i,Steptronic,Benzins,4,23-Jun,24-May
101,318i,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
102,318i,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
103,320i,Steptronic,Benzins,4,22-Jul,23-Jun
104,320i,Steptronic,Benzins,4,23-Jun,24-May
105,320i,xDrive Steptronic,Benzins,4,22-Jul,23-Jun
106,320i,xDrive Steptronic,Benzins,4,23-Jun,24-May
107,320i,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
108,320i,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
109,320i,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,23-Jun
110,320i,M Sportpaket xDrive Steptronic,Benzins,4,23-Jun,24-May
111,320e,Steptronic,Benzins,4,22-Jul,24-Mar
112,320e,Steptronic,Benzins,4,24-Mar,24-May
113,320e,M Sportpaket Steptronic,Benzins,4,22-Jul,24-Mar
114,320e,M Sportpaket Steptronic,Benzins,4,24-Mar,24-May
115,330i,Steptronic,Benzins,4,22-Jul,23-Jun
116,330i,Steptronic,Benzins,4,23-Jun,24-May
117,330i,xDrive Steptronic,Benzins,4,22-Jul,23-Jun
118,330i,xDrive Steptronic,Benzins,4,23-Jun,24-May
119,330i,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
120,330i,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
121,330i,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,23-Jun
122,330i,M Sportpaket xDrive Steptronic,Benzins,4,23-Jun,24-May
123,330e,Steptronic,Benzins,4,22-Jul,24-Mar
124,330e,Steptronic,Benzins,4,24-Mar,24-May
125,330e,xDrive Steptronic,Benzins,4,22-Jul,24-Mar
126,330e,xDrive Steptronic,Benzins,4,24-Mar,24-May
127,330e,M Sportpaket Steptronic,Benzins,4,22-Jul,24-Mar
128,330e,M Sportpaket Steptronic,Benzins,4,24-Mar,24-May
129,330e,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,24-Mar
130,330e,M Sportpaket xDrive Steptronic,Dizelis,4,24-Mar,24-May
131,318d,Steptronic,Dizelis,4,22-Jul,24-Mar
132,318d,Steptronic,Dizelis,4,24-Mar,24-May
133,318d,M Sportpaket Steptronic,Dizelis,4,22-Jul,24-Mar
134,318d,M Sportpaket Steptronic,Dizelis,4,24-Mar,24-May
135,320d,Steptronic,Dizelis,4,22-Jul,24-Mar
136,320d,Steptronic,Dizelis,4,24-Mar,24-May
137,320d,xDrive Steptronic,Dizelis,4,22-Jul,24-Mar
138,320d,xDrive Steptronic,Dizelis,4,24-Mar,24-May
139,320d,M Sportpaket Steptronic,Dizelis,4,22-Jul,24-Mar
140,320d,M Sportpaket Steptronic,Dizelis,4,24-Mar,24-May
141,320d,M Sportpaket xDrive Steptronic,Dizelis,4,22-Jul,24-Mar
142,320d,M Sportpaket xDrive Steptronic,Dizelis,4,24-Mar,24-May
143,330d,Steptronic,Dizelis,6,22-Jul,24-May
144,330d,xDrive Steptronic,Dizelis,6,22-Jul,24-May
145,330d,M Sportpaket Steptronic,Dizelis,6,22-Jul,24-May
146,330d,M Sportpaket xDrive Steptronic,Benzins,6,22-Jul,24-May
147,M340i,xDrive Steptronic Sport,Benzins,6,22-Jul,23-Jun
148,M340i,xDrive Steptronic Sport,Dizelis,6,23-Jun,24-May
149,M340d,xDrive Steptronic Sport,Benzins,6,22-Jul,24-May
150,M3,Nav,Benzins,6,22-Jul,24-May
151,M3 Competition,Steptronic,Benzins,6,22-Jul,24-May
152,M3 Competition,M xDrive Steptronic,Benzins,6,22-Jul,24-May
153,M3 CS,M xDrive Steptronic,Benzins,6,23-Mar,24-May
154,318i Touring,Steptronic,Benzins,4,22-Jul,23-Jun
155,318i Touring,Steptronic,Benzins,4,23-Jun,24-May
156,318i Touring,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
157,318i Touring,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
158,320i Touring,Steptronic,Benzins,4,22-Jul,23-Jun
159,320i Touring,Steptronic,Benzins,4,23-Jun,24-May
160,320i Touring,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
161,320i Touring,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
162,320e Touring,Steptronic,Benzins,4,22-Jul,24-Mar
163,320e Touring,Steptronic,Benzins,4,24-Mar,24-May
164,320e Touring,xDrive Steptronic,Benzins,4,22-Jul,24-Mar
165,320e Touring,xDrive Steptronic,Benzins,4,24-Mar,24-May
166,320e Touring,M Sportpaket Steptronic,Benzins,4,22-Jul,24-Mar
167,320e Touring,M Sportpaket Steptronic,Benzins,4,24-Mar,24-May
168,320e Touring,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,24-Mar
169,320e Touring,M Sportpaket xDrive Steptronic,Benzins,4,24-Mar,24-May
170,330i Touring,Steptronic,Benzins,4,22-Jul,23-Jun
171,330i Touring,Steptronic,Benzins,4,23-Jun,24-May
172,330i Touring,xDrive Steptronic,Benzins,4,22-Jul,23-Jun
173,330i Touring,xDrive Steptronic,Benzins,4,23-Jun,24-May
174,330i Touring,M Sportpaket Steptronic,Benzins,4,22-Jul,23-Jun
175,330i Touring,M Sportpaket Steptronic,Benzins,4,23-Jun,24-May
176,330i Touring,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,23-Jun
177,330i Touring,M Sportpaket xDrive Steptronic,Benzins,4,23-Jun,24-May
178,330e Touring,Steptronic,Benzins,4,22-Jul,24-Mar
179,330e Touring,Steptronic,Benzins,4,24-Mar,24-May
180,330e Touring,xDrive Steptronic,Benzins,4,22-Jul,24-Mar
181,330e Touring,xDrive Steptronic,Benzins,4,24-Mar,24-May
182,330e Touring,M Sportpaket Steptronic,Benzins,4,22-Jul,24-Mar
183,330e Touring,M Sportpaket Steptronic,Benzins,4,24-Mar,24-May
184,330e Touring,M Sportpaket xDrive Steptronic,Benzins,4,22-Jul,24-Mar
185,330e Touring,M Sportpaket xDrive Steptronic,Dizelis,4,24-Mar,24-May
186,318d Touring,Steptronic,Dizelis,4,22-Jul,24-Mar
187,318d Touring,Steptronic,Dizelis,4,24-Mar,24-May
188,318d Touring,M Sportpaket Steptronic,Dizelis,4,22-Jul,24-Mar
189,318d Touring,M Sportpaket Steptronic,Dizelis,4,24-Mar,24-May
190,320d Touring,Steptronic,Dizelis,4,22-Jul,24-Mar
191,320d Touring,Steptronic,Dizelis,4,24-Mar,24-May
192,320d Touring,xDrive Steptronic,Dizelis,4,22-Jul,24-Mar
193,320d Touring,xDrive Steptronic,Dizelis,4,24-Mar,24-May
194,320d Touring,M Sportpaket Steptronic,Dizelis,4,22-Jul,24-Mar
195,320d Touring,M Sportpaket Steptronic,Dizelis,4,24-Mar,24-May
196,320d Touring,M Sportpaket xDrive Steptronic,Dizelis,4,22-Jul,24-Mar
197,320d Touring,M Sportpaket xDrive Steptronic,Dizelis,4,24-Mar,24-May
198,330d Touring,Steptronic,Dizelis,6,22-Jul,24-May
199,330d Touring,xDrive Steptronic,Dizelis,6,22-Jul,24-May
200,330d Touring,M Sportpaket Steptronic,Dizelis,6,22-Jul,24-May
201,330d Touring,M Sportpaket xDrive Steptronic,Benzins,6,22-Jul,24-May
202,M340i Touring,xDrive Steptronic Sport,Benzins,6,22-Jul,23-Jun
203,M340i Touring,xDrive Steptronic Sport,Dizelis,6,23-Jun,24-May
204,M340d Touring,xDrive Steptronic Sport,Benzins,6,22-Jul,24-May
205,M3 Competition Touring,M xDrive Steptronic,Benzins,6,22-Dec,24-May
206,318i,Steptronic,Benzins,4,20-Mar,22-Jun
207,318i,Advantage Steptronic,Benzins,4,20-Mar,22-Jun
208,318i,Sport Line Steptronic,Benzins,4,20-Mar,22-Jun
209,318i,Luxury Line Steptronic,Benzins,4,20-Mar,22-Jun
210,318i,M Sport Steptronic,Benzins,4,20-Mar,22-Jun
211,320i,Steptronic,Benzins,4,19-Mar,19-Jun
212,320i,Steptronic,Benzins,4,19-Jul,20-Jan
213,320i,Steptronic,Benzins,4,20-Mar,22-Jun
214,320i,xDrive Steptronic,Benzins,4,19-Jul,20-Jan
215,320i,xDrive Steptronic,Benzins,4,20-Mar,22-Jun
216,320i,Advantage Steptronic,Benzins,4,19-Mar,19-Jun
217,320i,Advantage Steptronic,Benzins,4,19-Jul,20-Jan
218,320i,Advantage Steptronic,Benzins,4,20-Mar,22-Jun
219,320i,Advantage xDrive Steptronic,Benzins,4,19-Jul,20-Jan
220,320i,Advantage xDrive Steptronic,Benzins,4,20-Mar,22-Jun
221,320i,Sport Line Steptronic,Benzins,4,19-Mar,19-Jun
222,320i,Sport Line Steptronic,Benzins,4,19-Jul,20-Jan
223,320i,Sport Line Steptronic,Benzins,4,20-Mar,22-Jun
224,320i,Sport Line xDrive Steptronic,Benzins,4,19-Jul,20-Jan
225,320i,Sport Line xDrive Steptronic,Benzins,4,20-Mar,22-Jun
226,320i,Luxury Line Steptronic,Benzins,4,19-Mar,19-Jun
227,320i,Luxury Line Steptronic,Benzins,4,19-Jul,20-Jan
228,320i,Luxury Line Steptronic,Benzins,4,20-Mar,22-Jun
229,320i,Luxury Line xDrive Steptronic,Benzins,4,19-Jul,20-Jan
230,320i,Luxury Line xDrive Steptronic,Benzins,4,20-Mar,22-Jun
231,320i,M Sport Steptronic,Benzins,4,19-Mar,19-Jun
232,320i,M Sport Steptronic,Benzins,4,19-Jul,20-Jan
233,320i,M Sport Steptronic,Benzins,4,20-Mar,22-Jun
234,320i,M Sport xDrive Steptronic,Benzins,4,19-Jul,20-Jan
235,320i,M Sport xDrive Steptronic,Benzins,4,20-Mar,22-Jun
236,320e,Steptronic,Benzins,4,21-Mar,22-Jun
237,320e,Advantage Steptronic,Benzins,4,21-Mar,22-Jun
238,320e,Sport Line Steptronic,Benzins,4,21-Mar,22-Jun
239,320e,Luxury Line Steptronic,Benzins,4,21-Mar,22-Jun
240,320e,M Sport Steptronic,Benzins,4,21-Mar,22-Jun
241,330i,Advantage Steptronic,Benzins,4,19-Mar,19-Jun
242,330i,Advantage Steptronic,Benzins,4,19-Jul,20-Sep
243,330i,Advantage Steptronic,Benzins,4,20-Nov,22-Jun
244,330i,Advantage xDrive Steptronic,Benzins,4,19-Jul,20-Sep
245,330i,Advantage xDrive Steptronic,Benzins,4,20-Nov,22-Jun
246,330i,Sport Line Steptronic,Benzins,4,19-Mar,19-Jun
247,330i,Sport Line Steptronic,Benzins,4,19-Jul,20-Sep
248,330i,Sport Line Steptronic,Benzins,4,20-Nov,22-Jun
249,330i,Sport Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
250,330i,Sport Line xDrive Steptronic,Benzins,4,20-Nov,22-Jun
251,330i,Luxury Line Steptronic,Benzins,4,19-Mar,19-Jun
252,330i,Luxury Line Steptronic,Benzins,4,19-Jul,20-Sep
253,330i,Luxury Line Steptronic,Benzins,4,20-Nov,22-Jun
254,330i,Luxury Line xDrive Steptronic,Benzins,4,19-Jul,20-Sep
255,330i,Luxury Line xDrive Steptronic,Benzins,4,20-Nov,22-Jun
256,330i,M Sport Steptronic,Benzins,4,19-Mar,19-Jun
257,330i,M Sport Steptronic,Benzins,4,19-Jul,20-Sep
258,330i,M Sport Steptronic,Benzins,4,20-Nov,22-Jun
259,330i,M Sport xDrive Steptronic,Benzins,4,19-Jul,20-Sep
260,330i,M Sport xDrive Steptronic,Benzins,4,20-Nov,22-Jun
261,330e,Advantage Steptronic,Benzins,4,19-Jul,20-Jun
262,330e,Advantage Steptronic,Benzins,4,20-Jul,22-Jun
263,330e,Advantage xDrive Steptronic,Benzins,4,20-Jul,22-Jun
264,330e,Sport Line Steptronic,Benzins,4,19-Jul,20-Jun
265,330e,Sport Line Steptronic,Benzins,4,20-Jul,22-Jun
266,330e,Sport Line xDrive Steptronic,Benzins,4,20-Jul,22-Jun
267,330e,Luxury Line Steptronic,Benzins,4,19-Jul,20-Jun
268,330e,Luxury Line Steptronic,Benzins,4,20-Jul,22-Jun
269,330e,Luxury Line xDrive Steptronic,Benzins,4,20-Jul,22-Jun
270,330e,M Sport Steptronic,Benzins,4,19-Jul,20-Jun
271,330e,M Sport Steptronic,Benzins,4,20-Jul,22-Jun
272,330e,M Sport xDrive Steptronic,Dizelis,4,20-Jul,22-Jun
273,318d,Nav,Dizelis,4,19-Mar,19-Jun
274,318d,Nav,Dizelis,4,19-Jul,20-Jan
275,318d,Nav,Dizelis,4,20-Mar,22-Jun
276,318d,Steptronic,Dizelis,4,19-Mar,19-Jun
277,318d,Steptronic,Dizelis,4,19-Jul,20-Jan
278,318d,Steptronic,Dizelis,4,20-Mar,20-Jun
279,318d,Steptronic,Dizelis,4,20-Jul,22-Jun
280,318d,Advantage,Dizelis,4,19-Mar,19-Jun
281,318d,Advantage,Dizelis,4,19-Jul,20-Jan
282,318d,Advantage,Dizelis,4,20-Mar,22-Jun
283,318d,Advantage Steptronic,Dizelis,4,19-Mar,19-Jun
284,318d,Advantage Steptronic,Dizelis,4,19-Jul,20-Jan
285,318d,Advantage Steptronic,Dizelis,4,20-Mar,20-Jun
286,318d,Advantage Steptronic,Dizelis,4,20-Jul,22-Jun
287,318d,Sport Line,Dizelis,4,19-Mar,19-Jun
288,318d,Sport Line,Dizelis,4,19-Jul,20-Jan
289,318d,Sport Line,Dizelis,4,20-Mar,22-Jun
290,318d,Sport Line Steptronic,Dizelis,4,19-Mar,19-Jun
291,318d,Sport Line Steptronic,Dizelis,4,19-Jul,20-Jan
292,318d,Sport Line Steptronic,Dizelis,4,20-Mar,20-Jun
293,318d,Sport Line Steptronic,Dizelis,4,20-Jul,22-Jun
294,318d,Luxury Line,Dizelis,4,19-Mar,19-Jun
295,318d,Luxury Line,Dizelis,4,19-Jul,20-Jan
296,318d,Luxury Line,Dizelis,4,20-Mar,22-Jun
297,318d,Luxury Line Steptronic,Dizelis,4,19-Mar,19-Jun
298,318d,Luxury Line Steptronic,Dizelis,4,19-Jul,20-Jan
299,318d,Luxury Line Steptronic,Dizelis,4,20-Mar,20-Jun
300,318d,Luxury Line Steptronic,Dizelis,4,20-Jul,22-Jun
301,318d,M Sport,Dizelis,4,19-Mar,19-Jun
302,318d,M Sport,Dizelis,4,19-Jul,20-Jan
303,318d,M Sport,Dizelis,4,20-Mar,22-Jun
304,318d,M Sport Steptronic,Dizelis,4,19-Mar,19-Jun
305,318d,M Sport Steptronic,Dizelis,4,19-Jul,20-Jan
306,318d,M Sport Steptronic,Dizelis,4,20-Mar,20-Jun
307,318d,M Sport Steptronic,Dizelis,4,20-Jul,22-Jun
308,320d,Nav,Dizelis,4,19-Mar,19-Jun
309,320d,Nav,Dizelis,4,19-Jul,20-Jan
310,320d,Steptronic,Dizelis,4,19-Mar,19-Jun
311,320d,Steptronic,Dizelis,4,19-Jul,20-Jan
312,320d,Steptronic,Dizelis,4,20-Mar,22-Jun
313,320d,xDrive Steptronic,Dizelis,4,19-Mar,19-Jun
314,320d,xDrive Steptronic,Dizelis,4,19-Jul,20-Jan
315,320d,xDrive Steptronic,Dizelis,4,20-Mar,22-Jun
316,320d,Advantage,Dizelis,4,19-Mar,19-Jun
317,320d,Advantage,Dizelis,4,19-Jul,20-Jan
318,320d,Advantage Steptronic,Dizelis,4,19-Mar,19-Jun
319,320d,Advantage Steptronic,Dizelis,4,19-Jul,20-Jan
320,320d,Advantage Steptronic,Dizelis,4,20-Mar,22-Jun
321,320d,Advantage xDrive Steptronic,Dizelis,4,19-Mar,19-Jun
322,320d,Advantage xDrive Steptronic,Dizelis,4,19-Jul,20-Jan
323,320d,Advantage xDrive Steptronic,Dizelis,4,20-Mar,22-Jun
324,320d,Sport Line,Dizelis,4,19-Mar,19-Jun
325,320d,Sport Line,Dizelis,4,19-Jul,20-Jan
326,320d,Sport Line Steptronic,Dizelis,4,19-Mar,19-Jun
327,320d,Sport Line Steptronic,Dizelis,4,19-Jul,20-Jan
328,320d,Sport Line Steptronic,Dizelis,4,20-Mar,22-Jun
329,320d,Sport Line xDrive Steptronic,Dizelis,4,19-Mar,19-Jun
330,320d,Sport Line xDrive Steptronic,Dizelis,4,19-Jul,20-Jan
331,320d,Sport Line xDrive Steptronic,Dizelis,4,20-Mar,22-Jun
332,320d,Luxury Line,Dizelis,4,19-Mar,19-Jun
333,320d,Luxury Line,Dizelis,4,19-Jul,20-Jan
334,320d,Luxury Line Steptronic,Dizelis,4,19-Mar,19-Jun
335,320d,Luxury Line Steptronic,Dizelis,4,19-Jul,20-Jan
336,320d,Luxury Line Steptronic,Dizelis,4,20-Mar,22-Jun
337,320d,Luxury Line xDrive Steptronic,Dizelis,4,19-Mar,19-Jun
338,320d,Luxury Line xDrive Steptronic,Dizelis,4,19-Jul,20-Jan
339,320d,Luxury Line xDrive Steptronic,Dizelis,4,20-Mar,22-Jun
340,320d,M Sport,Dizelis,4,19-Mar,19-Jun
341,320d,M Sport,Dizelis,4,19-Jul,20-Jan
342,320d,M Sport Steptronic,Dizelis,4,19-Mar,19-Jun
343,320d,M Sport Steptronic,Dizelis,4,19-Jul,20-Jan
344,320d,M Sport Steptronic,Dizelis,4,20-Mar,22-Jun
345,320d,M Sport xDrive Steptronic,Dizelis,4,19-Mar,19-Jun
346,320d,M Sport xDrive Steptronic,Dizelis,4,19-Jul,20-Jan
347,320d,M Sport xDrive Steptronic,Dizelis,4,20-Mar,22-Jun
348,330d,Advantage Steptronic,Dizelis,6,19-Mar,19-Jun
349,330d,Advantage Steptronic,Dizelis,6,19-Jul,20-Sep
350,330d,Advantage xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
351,330d,Sport Line Steptronic,Dizelis,6,19-Mar,19-Jun
352,330d,Sport Line Steptronic,Dizelis,6,19-Jul,20-Sep
353,330d,Sport Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
354,330d,Luxury Line Steptronic,Dizelis,6,19-Mar,19-Jun
355,330d,Luxury Line Steptronic,Dizelis,6,19-Jul,20-Sep
356,330d,Luxury Line xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
357,330d,M Sport Steptronic,Dizelis,6,19-Mar,19-Jun
358,330d,M Sport Steptronic,Dizelis,6,19-Jul,20-Sep
359,330d,M Sport xDrive Steptronic,Dizelis,6,19-Jul,20-Sep
360,330d,Advantage Steptronic,Dizelis,6,20-Nov,22-Jun
361,330d,Advantage xDrive Steptronic,Dizelis,6,20-Nov,22-Jun
362,330d,Sport Line Steptronic,Dizelis,6,20-Nov,22-Jun
363,330d,Sport Line xDrive Steptronic,Dizelis,6,20-Nov,22-Jun
364,330d,Luxury Line Steptronic,Dizelis,6,20-Nov,22-Jun
365,330d,Luxury Line xDrive Steptronic,Dizelis,6,20-Nov,22-Jun
366,330d,M Sport Steptronic,Dizelis,6,20-Nov,22-Jun
367,330d,M Sport xDrive Steptronic,Benzins,6,20-Nov,22-Jun
368,M340i,xDrive Steptronic Sport,Benzins,6,19-Aug,20-Sep
369,M340i,xDrive Steptronic Sport,Dizelis,6,20-Nov,22-Jun
370,M340d,xDrive Steptronic Sport,Benzins,6,20-Apr,22-Jun
371,M3,Nav,Benzins,6,21-Mar,22-Jun
372,M3 Competition,Steptronic,Benzins,6,21-Mar,22-Jun
373,M3 Competition,M xDrive Steptronic,Benzins,6,21-Jul,22-Jun
374,318i Touring,Steptronic,Benzins,4,20-Mar,22-Jun
375,318i Touring,Advantage Steptronic,Benzins,4,20-Mar,22-Jun
376,318i Touring,Sport Line Steptronic,Benzins,4,20-Mar,22-Jun
377,318i Touring,Luxury Line Steptronic,Benzins,4,20-Mar,22-Jun
378,318i Touring,M Sport Steptronic,Benzins,4,20-Mar,22-Jun
379,320i Touring,Steptronic,Benzins,4,19-Nov,20-Jan
380,320i Touring,Steptronic,Benzins,4,20-Mar,22-Jun
381,320i Touring,Advantage Steptronic,Benzins,4,19-Nov,20-Jan
382,320i Touring,Advantage Steptronic,Benzins,4,20-Mar,22-Jun
383,320i Touring,Sport Line Steptronic,Benzins,4,19-Nov,20-Jan
384,320i Touring,Sport Line Steptronic,Benzins,4,20-Mar,22-Jun
385,320i Touring,Luxury Line Steptronic,Benzins,4,19-Nov,20-Jan
386,320i Touring,Luxury Line Steptronic,Benzins,4,20-Mar,22-Jun
387,320i Touring,M Sport Steptronic,Benzins,4,19-Nov,20-Jan
388,320i Touring,M Sport Steptronic,Benzins,4,20-Mar,22-Jun
389,320e Touring,Steptronic,Benzins,4,21-Mar,22-Jun
390,320e Touring,xDrive Steptronic,Benzins,4,21-Mar,22-Jun
391,320e Touring,Advantage Steptronic,Benzins,4,21-Mar,22-Jun
392,320e Touring,Advantage xDrive Steptronic,Benzins,4,21-Mar,22-Jun
393,320e Touring,Sport Line Steptronic,Benzins,4,21-Mar,22-Jun
394,320e Touring,Sport Line xDrive Steptronic,Benzins,4,21-Mar,22-Jun
395,320e Touring,Luxury Line Steptronic,Benzins,4,21-Mar,22-Jun
396,320e Touring,Luxury Line xDrive Steptronic,Benzins,4,21-Mar,22-Jun
397,320e Touring,M Sport Steptronic,Benzins,4,21-Mar,22-Jun
398,320e Touring,M Sport xDrive Steptronic,Benzins,4,21-Mar,22-Jun
399,330i Touring,Advantage Steptronic,Benzins,4,19-Sep,20-Sep
400,330i Touring,Advantage Steptronic,Benzins,4,20-Nov,22-Jun
